"","subjectid","activity","datatype","bodyaccxmean","bodyaccymean","bodyacczmean","bodyaccxsd","bodyaccysd","bodyacczsd","bodygyroxmean","bodygyroymean","bodygyrozmean","bodygyroxsd","bodygyroysd","bodygyrozsd","observationmean","observationsd"
"40",2,"sitting","test",2.274987e-05,0.003032834,0.006496565,0.00187457846439293,0.00332793806538969,0.00528070237712376,0.0003967367,0.001102044,0.01028862,0.00488703094222284,0.0103850495169252,0.00857678422624466,0.27871074,0.532574720946046
"41",2,"sitting","test",-0.0008996485,0.005338626,0.0009891336,0.00199495214045347,0.00336712407225584,0.00496105373435254,-0.0001757223,-0.01312056,1.906366e-05,0.00519846998252281,0.00848723216696206,0.00697281310292078,0.27822455,0.530131650154813
"42",2,"sitting","test",-6.02206e-05,0.0001728575,0.003165328,0.00259014516465729,0.00418144749610141,0.00598508219432148,-0.004723548,0.01083191,-0.005909284,0.00655976140775929,0.0104567278889953,0.0102705968685239,0.27625455,0.528392082917717
"43",2,"sitting","test",-6.544208e-05,-0.00285926,0.001715969,0.00277847928995851,0.00472658812895192,0.00627842500523135,-0.001649001,-0.01277726,0.004364883,0.00950055559562261,0.0125102753514729,0.0133441351009188,0.27574674,0.526515656349735
"44",2,"sitting","test",0.001959735,0.006686765,0.002794139,0.00294154683792329,0.00596314141299778,0.00681657750571283,0.0062956,-0.00673468,0.00621869,0.00846619028316988,0.0134616891967098,0.0127056740430388,0.28028279,0.530819544493785
"45",2,"sitting","test",0.02748742,-0.0875849,-0.09726464,0.0164574247400184,0.0253176139946796,0.0413190217238684,-0.2983847,-0.02639693,-0.3754024,0.0600564898852664,0.0378352715580655,0.079312240708475,0.28540286,0.547711326743218
"46",2,"sitting","test",-0.001891134,0.03358893,-0.01386825,0.0060868436101827,0.0168131068010566,0.01315721462351,-0.2103515,0.08121893,-0.2500758,0.0543430332306089,0.0374509112135807,0.071517874163939,0.27047249,0.548914729253936
"47",2,"sitting","test",-0.003340991,-0.003397081,0.01260265,0.00250941477741763,0.00581176934509709,0.00527772410562942,-0.1236537,0.02675765,-0.08767823,0.036839932285134,0.0106336170598751,0.0293369153603419,0.28022445,0.54664969609145
"48",2,"sitting","test",0.002124754,-0.009244043,-0.006928953,0.00300151779229718,0.0039366220137111,0.00499659787590226,-0.0329026,0.008500272,-0.04000627,0.0161818763752617,0.010200417941805,0.0130589734661364,0.27724091,0.547144220568454
"49",2,"sitting","test",0.006751119,-0.005059523,-0.001571568,0.00634773170156219,0.00706355136190989,0.00965010501997612,0.01004433,-0.001375045,0.006813383,0.0145050977630686,0.0311912704456843,0.0174384365983642,0.27925474,0.52161805266766
"50",2,"sitting","test",0.00212832,0.01466513,-0.006457921,0.00631461742591684,0.00869818136950908,0.00943060686086132,0.02056918,0.005677281,0.02281355,0.0159196701514308,0.032714578512506,0.0246046263131491,0.27981772,0.513931129602924
"51",2,"sitting","test",-0.008684419,-0.0008149262,-0.001715874,0.00330994690573857,0.0139333628219879,0.00419735807776478,-0.007675727,0.02728178,-0.02573326,0.00892557077804896,0.0157140439328875,0.0227621982994992,0.27579491,0.528261033728331
"52",2,"sitting","test",0.0002403879,-0.02588913,0.001778569,0.00309559049219256,0.0104442710822407,0.00495020050645413,-0.004096799,0.004763892,0.0395812,0.00464914473916211,0.011788664320182,0.0167540670810966,0.27379132,0.533383645949602
"53",2,"sitting","test",0.001347082,-0.01630724,0.00671923,0.00274160641688888,0.00711520199752811,0.00528023325383986,0.001640788,0.001472254,-0.0007167771,0.00370698814511764,0.00916844184478781,0.00703924770421554,0.27609539,0.530182530370835
"54",2,"sitting","test",-1.391011e-06,0.00333653,0.003614112,0.00198803864710749,0.00349508400104884,0.00695049260757448,0.003480238,-0.01299256,-0.006780915,0.0032470215245744,0.00752717510942662,0.00557609530533068,0.27767523,0.534223659905169
"55",2,"sitting","test",0.003218028,0.004272052,0.000413437,0.0024479243707451,0.00391136174790887,0.007590846564574,0.003043101,0.005818706,0.002831153,0.00468106420245272,0.0159464423951227,0.0111113280227576,0.27679437,0.529203472697775
"56",2,"laying","test",-0.09748642,-0.0170921,0.009029861,0.0359032443584618,0.0112651715181441,0.0100711683494548,0.03654161,-0.1258997,0.0883587,0.042883488930373,0.056010614065402,0.0573327120935968,0.17376905,0.52663698368415
"57",2,"laying","test",-0.0148101,-0.001070711,0.006921499,0.00570336778271901,0.00602583647066168,0.00537571545742207,-0.01623657,-0.1662012,0.107479,0.0128398702071929,0.0394223364731923,0.0305066329249856,0.3009048,0.530190434269177
"58",2,"laying","test",0.01532334,-0.009602154,0.0007662431,0.00504951900359346,0.0034236819369676,0.00329539007014844,0.001391285,-0.05405219,0.03689612,0.00608947844524332,0.0240236118233077,0.0157675549181199,0.28567994,0.549193745547173
"59",2,"laying","test",-0.001835786,0.001514717,-0.0003205039,0.00297197445291885,0.00310506395822759,0.00364258395165453,-0.01792056,-0.02646467,-0.01317722,0.00538502040731082,0.0109992886074111,0.00346231857273938,0.27205902,0.549756427919445
"60",2,"laying","test",-0.01065706,0.0009562683,0.004775469,0.00279468429845632,0.00247692335722644,0.00405197198306856,-0.009552249,-0.008071879,-0.01546212,0.00342287312881368,0.00505838595266027,0.00447070798314433,0.27631974,0.55175307443228
"61",2,"laying","test",-0.001540066,0.004051116,-0.006771073,0.00224110443817561,0.00199742277821157,0.0042231603202045,-0.006735392,0.01295739,-0.005337856,0.0029075555010822,0.0041786370056554,0.00446405551416805,0.27869543,0.56484428355578
"62",2,"laying","test",0.001601572,0.001533174,0.0003245365,0.00267810009923022,0.00206251282409785,0.0044706368541517,0.001098802,0.005527446,-0.002798081,0.00321060707724857,0.00455497872526226,0.00398137945971042,0.28026202,0.557683555891277
"63",2,"laying","test",-0.001813697,-0.0003540662,0.001285006,0.00375492860793981,0.00324944036227233,0.00446009276033028,-0.002220373,0.004760469,-0.001461112,0.00346664229348575,0.00395514422362906,0.00463548006566553,0.29238966,0.547848472823504
"64",2,"laying","test",0.01294526,0.0004463356,0.00464433,0.00489455216162871,0.00328094778542266,0.0046047534846222,0.005944612,-0.006255626,0.01046351,0.00519713114651764,0.00380107525290895,0.0098519289518138,0.29089459,0.560469093058613
"65",2,"laying","test",0.007770431,0.003703761,0.008988744,0.00442711793142123,0.00389570208096197,0.00482386459975651,0.00527079,-0.003114342,0.009290144,0.00565237536561683,0.00409656530571059,0.00913890849874799,0.27191593,0.556352204651775
"66",2,"laying","test",-0.009260626,-0.002332583,-0.0007969152,0.0067105825306316,0.00595145122341231,0.0062363924742585,-0.002331927,-0.0001344191,-0.01017258,0.00863220482931455,0.00527004218839033,0.0110596337893826,0.29301384,0.551357644885747
"67",2,"laying","test",-0.1568202,-0.03398929,0.07982381,0.0484360103503347,0.021161060467079,0.0178146422723927,0.3556901,-0.1776979,0.4718274,0.0847813649556004,0.0334558326340101,0.0889596716337474,0.33999093,0.555946550136123
"68",2,"laying","test",0.04287306,-0.0005090404,-0.008940577,0.0279545417325651,0.00617594378058988,0.00896435079348762,0.1968422,-0.1502109,0.2442061,0.0570770847098686,0.0392028511419982,0.0725601374453194,0.32773332,0.554448883380187
"69",2,"laying","test",-0.006201157,0.007234695,-0.003570461,0.0140988490442787,0.0032867538116313,0.00594322422190218,0.07501192,-0.07908536,0.0902928,0.0252275480387963,0.023743254144404,0.0292065473636154,0.26238254,0.539582326606149
"70",2,"laying","test",-0.01408311,-0.004292844,0.007621322,0.0103913524641479,0.00337228727806647,0.0046952582451516,0.015309,-0.05921668,0.04245574,0.0126176601908915,0.0237487012158938,0.0260129840508073,0.29490692,0.547547113104558
"71",2,"laying","test",0.0144932,0.0007716728,-0.0001126586,0.00915555400015443,0.00378014433207022,0.00423548993211923,-0.01655367,0.004619111,-0.02686016,0.00493867135696451,0.0082187065617037,0.0138585939403937,0.2673108,0.531344767462413
"72",2,"laying","test",-0.009956037,0.002408011,-0.005541504,0.0106806904404873,0.00363370132782133,0.00418405129195727,-0.02470249,0.01596281,-0.04164277,0.0053614706118736,0.0104996220521945,0.0127373167393949,0.29493279,0.529668091176669
"73",2,"laying","test",0.01748944,-0.005590199,0.00427399,0.0103517344318807,0.00340795675310227,0.00484286491232345,-0.006225337,0.002897548,0.003664555,0.00519798937341097,0.00776994874219676,0.00925787924975844,0.2843065,0.528705728281038
"74",2,"laying","test",-0.004888074,0.00670991,0.00661432,0.0102228315007715,0.00346084584461402,0.00502086745726732,-0.006498268,0.01024692,-0.01071448,0.00575229105657092,0.00833938774191193,0.0133680492247464,0.27747775,0.544684164083857
"75",2,"laying","test",-0.002684788,-0.003946175,-0.00601195,0.00959845139329703,0.00330553727212141,0.00424202059648683,-0.00218451,-0.002037874,0.005762192,0.00474275196028781,0.00959785829336139,0.014023385338666,0.31454279,0.550973928489729
"76",2,"laying","test",0.02371754,0.001418265,0.006106112,0.0111628086617179,0.00350153855916771,0.00549205208035524,0.009047819,0.01303364,-0.003215466,0.00570103477123047,0.0107087643662643,0.00959965065177147,0.27616038,0.530134962593079
"77",2,"laying","test",-0.003456023,-0.001733031,0.001187094,0.0104922109905128,0.00294717353197239,0.00522582851896872,0.009084662,0.008109711,-0.007757736,0.00643436742695646,0.00958189333823077,0.0107391714794793,0.27628845,0.529377886179116
"78",2,"laying","test",-0.002048625,-0.005026944,0.007193821,0.00852472522667951,0.00299310771792379,0.0050307011975413,0.005137482,-0.005048653,0.008139419,0.00518042296855243,0.00998434116686928,0.016550655517734,0.323685,0.543887752729491
"79",2,"laying","test",0.01320046,0.001973605,-0.005482074,0.0132925095235413,0.00324844651590001,0.00485396603194089,0.005753219,-0.002114665,0.005463871,0.0053455211757538,0.00861728387546701,0.0139931008472327,0.27524826,0.537637861309016
"80",2,"walking","test",-0.03167277,-0.08279653,-0.06853677,0.175077933388852,0.141679811080666,0.101017736049235,-0.6562038,0.5171189,-0.2085947,0.337235714231458,0.351767914322863,0.244294071160451,0.20396243,0.475251798602011
"81",2,"walking","test",0.1639043,0.07091917,-0.1035342,0.196530336565821,0.149015349200017,0.0999093814227384,-0.4569241,0.5756275,0.2937877,0.347379577344879,0.350536613249321,0.24942122362431,0.24934321,0.470615272361189
"82",2,"walking","test",-0.2697548,0.1141054,0.09665943,0.175202718934569,0.174861479612203,0.11674659239477,-0.4709439,-0.1696267,0.2701047,0.355235476205407,0.341512969395014,0.239560341593686,0.32505052,0.477855205193839
"83",2,"walking","test",0.2168748,0.3147831,0.2468952,0.159052862637916,0.178031413283944,0.120099296013555,-0.1494817,0.4427161,-0.1221338,0.361599998570383,0.356543443150814,0.21841479954843,0.30880812,0.474810140195631
"84",2,"walking","test",-0.07347981,0.0464357,-0.1057053,0.16356139810342,0.144678868426548,0.112829399846253,0.4822868,0.4210931,-0.1091653,0.336920892003564,0.342532686255633,0.203946526799546,0.26559921,0.473598928100405
"85",2,"walking","test",-0.1472076,-0.1339827,0.03459929,0.179837737819129,0.139027985063509,0.100161362014228,0.2080988,-0.0447558,-0.01427852,0.327015795965144,0.352590290992975,0.231536013189024,0.18741915,0.473598747404276
"86",2,"walking","test",-0.1352451,0.1044417,-0.09915268,0.190309831800006,0.137106980467393,0.0963468345641493,0.3495046,-0.4623595,0.06268995,0.314839838627529,0.33126099279158,0.257934389738245,0.28420274,0.473300456956996
"87",2,"walking","test",0.07214632,0.05744205,-0.05147932,0.179328488227085,0.146973751092873,0.110630775441484,0.4819087,-0.1360055,0.312692,0.322744587163613,0.302264901397306,0.268789975037404,0.35782982,0.474597781252878
"88",2,"walking","test",0.2345869,-0.06646126,-0.1529373,0.168493131069337,0.152560950292796,0.114535203901422,-0.4804635,-0.2343643,-0.3544528,0.333441935858123,0.333165821754778,0.255046563587762,0.31870911,0.473380117133183
"89",2,"walking","test",0.2142435,-0.2174469,-0.06933456,0.161045038173411,0.147921927029863,0.106014226621615,-0.01294872,0.5783118,-0.2707059,0.405709726219482,0.34557419023484,0.228572546159548,0.32008469,0.477213327589243
"90",2,"walking","test",0.01085412,0.0806832,-0.0931886,0.178103808696778,0.15346198146474,0.106707766740322,-0.6667649,0.6712299,0.2130651,0.43376674002368,0.364651623330438,0.262766561892118,0.19317016,0.474478745981529
"91",2,"walking","test",0.009689766,0.007337661,0.02158751,0.184230194366049,0.156157831825983,0.122161847717907,-0.4429186,0.8104122,0.1195389,0.396704573232444,0.376363674438096,0.28978274267349,0.19471487,0.466779800575331
"92",2,"walking","test",-0.0817826,0.09677723,0.1833785,0.185794516851578,0.154377414946084,0.122215042057645,-0.3494997,-0.01764193,0.2344248,0.398223550596504,0.363370130276345,0.264422328813646,0.34969095,0.459787438526841
"93",2,"walking","test",0.1780595,-0.1551865,0.06389609,0.193345496991012,0.143938841573334,0.105431947526189,0.1464665,0.1152452,0.2258395,0.373015813877952,0.355254146658412,0.237537227153248,0.30870458,0.46380967031905
"94",2,"walking","test",-0.07707526,-0.1920467,-0.02027491,0.181715791577355,0.137119809486214,0.0973242813474447,0.141429,-0.1668091,-0.1654969,0.334748601365915,0.328962065681107,0.258083122748654,0.21102476,0.477239580191856
"95",2,"walking","test",-0.00162328,0.09339006,0.04128632,0.188796220291081,0.139663809627381,0.110642755889365,-0.1797494,0.2266272,0.103253,0.354550729494958,0.352630252902512,0.21447268934924,0.29771925,0.471144940080989
"96",2,"walking","test",0.1294089,0.138493,0.05647909,0.208302823469107,0.156110913433091,0.112657507134925,-0.6252631,0.02582688,-0.1305885,0.350649031586726,0.361480480364277,0.240271823887425,0.33314426,0.47413367365334
"97",2,"walking","test",-0.203374,-0.267241,-0.0907226,0.208105194556103,0.158126879759874,0.110521167869822,-0.2668249,-0.3550813,-0.4516601,0.388974783200557,0.379051832213797,0.245815537418916,0.22981714,0.475967688501021
"98",2,"walking","test",-0.2729283,0.04314069,0.007450586,0.191964885660332,0.144005377442695,0.108633423807923,-0.6361202,0.6261468,0.09967095,0.384805020299797,0.357234511407939,0.221190936997001,0.23748279,0.469858111020695
"99",2,"walking","test",-0.05619836,0.1149473,0.1298598,0.191612490570018,0.145146120484821,0.106138795152101,-0.2985241,0.01324037,0.06373503,0.335698999633581,0.338196546920094,0.218745283444917,0.33150518,0.468105463211542
"100",2,"walking","test",0.3283214,-0.1839234,0.01676428,0.185385622971794,0.155199159652508,0.108172159124612,0.5001628,0.3096348,0.3443866,0.363436788847103,0.351331213172364,0.237616305673248,0.26663115,0.471624934283174
"101",2,"walking","test",-0.0819106,-0.1842148,-0.05892347,0.185534276545159,0.155853601472417,0.111406383170256,0.4645385,-0.2515156,-0.02964588,0.389278021095423,0.357445237524295,0.237988203555937,0.24042087,0.477550501734614
"102",2,"walking","test",-0.0864366,0.09523166,-0.1057769,0.194889781040899,0.148659863876289,0.10527884432385,0.4764987,-0.3365221,-0.004070118,0.350590196154373,0.35197605400667,0.24181453618075,0.29112809,0.472749679714542
"103",2,"walking","test",-0.04885672,0.1537948,0.0983505,0.193301142772273,0.143802197818261,0.104231996063085,0.06494938,-0.3078411,0.2963138,0.368047327238152,0.346649155248846,0.257290144532578,0.35552927,0.470480346071429
"104",2,"walking","test",0.2963933,-0.03845549,-0.148875,0.198901668528628,0.151031457190053,0.110315119095437,-0.4616281,0.0919211,-0.2921577,0.388059825512097,0.363325792911165,0.257470035188208,0.28744253,0.467255864909223
"105",2,"walking","test",0.2626187,0.04877156,-0.05653525,0.189051573293153,0.148087291956707,0.110426350718128,-0.3866258,0.5161758,0.216297,0.344113400352938,0.347816668142152,0.236888387724018,0.1844141,0.469908976199552
"106",2,"walking","test",-0.2831248,0.02523124,0.0975314,0.17335167902542,0.152291279634945,0.113393213942285,-0.2153396,0.01000317,0.1224775,0.333305049635909,0.319790937491416,0.228642174187554,0.25204831,0.471205876131155
"107",2,"walking","test",-0.05625137,0.07088459,0.1203407,0.186613521302404,0.170227383378557,0.112102212000423,-0.3206135,-0.07358032,0.03338388,0.343803065249749,0.326917372784023,0.245432867479817,0.33806106,0.468302077340092
"108",2,"walking","test",0.3262549,0.1221147,0.1736371,0.18968323341637,0.175279510152437,0.107525309536253,0.1231336,0.1620073,0.0884283,0.363014724583952,0.326888353022065,0.225757601949461,0.29030031,0.466124314955884
"109",2,"walking","test",-0.3004075,0.0281919,-0.130472,0.162459941487444,0.161853997815263,0.11199322118918,0.008720816,-0.2101203,0.07334127,0.350159270194975,0.31542591813163,0.201554234018226,0.26086953,0.469506941249944
"110",2,"walking_downstairs","test",-0.03107048,0.1951085,-0.008433126,0.278098632942528,0.18093132390547,0.129569020618479,0.1365671,0.327327,0.1042105,0.290377596053167,0.292169751732573,0.284033154682068,0.39276304,0.47056446632582
"111",2,"walking_downstairs","test",-0.167683,0.06234269,-0.04173694,0.292484629536887,0.170176281285217,0.123568119441839,0.1254714,0.1291688,0.3323971,0.273535569984122,0.32168877515225,0.27956888039207,0.33322745,0.479971675389485
"112",2,"walking_downstairs","test",-0.03347896,0.1137476,-0.06792319,0.277055368400747,0.192427840222678,0.155175557251999,0.2252651,0.1323185,0.1018245,0.533883925470488,0.305531248951335,0.315832860655665,0.31615359,0.465518064172627
"113",2,"walking_downstairs","test",-0.1786617,0.09782617,-0.06659843,0.25670172461579,0.195148386446961,0.146916891711724,0.05430718,0.2425561,0.1663523,0.483149897765961,0.304895862881979,0.30939068727343,0.15366105,0.470012558274126
"114",2,"walking_downstairs","test",-0.1183343,-0.06422046,-0.03716395,0.256979155913262,0.183822213344955,0.114592581465815,-0.4122839,-0.3585415,-0.07488149,0.429983748346769,0.331214607925898,0.29600027742297,0.071035289,0.470762605965692
"115",2,"walking_downstairs","test",-0.1263906,-0.04987753,0.04397066,0.293792675847964,0.212584722005372,0.133711394337019,0.05581762,-0.43603,-0.3046962,0.642179955919962,0.421311643905593,0.311272753678821,0.33304231,0.465217573365039
"116",2,"walking_downstairs","test",0.2782651,-0.2199689,-0.2273025,0.31459156706676,0.221223995329814,0.157365564085101,0.5342015,0.2515464,0.08925971,0.649982031599808,0.470766101719991,0.325233977112626,0.27579996,0.458924303101134
"117",2,"walking_downstairs","test",-0.245649,0.21513,0.08304414,0.32074046586603,0.217808488916859,0.166954664597588,-0.7506617,-0.3638112,-0.3361431,0.439096465161834,0.404712899748037,0.342728927748225,0.27138623,0.460687976494061
