"","subjectid","activity","measure","measuremean"
"58",10,"walking","bodyaccxmean",0.000133660679245282
"59",10,"walking_downstairs","bodyaccxmean",-0.0280050497368421
"60",10,"walking_upstairs","bodyaccxmean",0.0417836034042553
"61",11,"laying","bodyaccxmean",-0.00210182608982456
"62",11,"sitting","bodyaccxmean",0.000441968160377358
"63",11,"standing","bodyaccxmean",0.000612920740851064
"64",11,"walking","bodyaccxmean",-0.0166354624067797
"65",11,"walking_downstairs","bodyaccxmean",0.00352145304347826
"66",11,"walking_upstairs","bodyaccxmean",-0.0376304344444444
"67",12,"laying","bodyaccxmean",-0.017862270385
"68",12,"sitting","bodyaccxmean",-0.00316273449019608
"69",12,"standing","bodyaccxmean",0.00259708589180328
"70",12,"walking","bodyaccxmean",0.079591022552
"71",12,"walking_downstairs","bodyaccxmean",0.0372621270434783
"72",12,"walking_upstairs","bodyaccxmean",0.00283747141346154
"73",13,"laying","bodyaccxmean",-0.00366211159758065
"74",13,"sitting","bodyaccxmean",0.000822499673469388
"75",13,"standing","bodyaccxmean",9.38300240350877e-05
"76",13,"walking","bodyaccxmean",-0.00783300031578948
"77",13,"walking_downstairs","bodyaccxmean",-0.018214404893617
"78",13,"walking_upstairs","bodyaccxmean",-0.00272305061818182
"79",14,"laying","bodyaccxmean",-0.0331210405392157
"80",14,"sitting","bodyaccxmean",0.00308976929444444
"81",14,"standing","bodyaccxmean",0.00323524267130167
"82",14,"walking","bodyaccxmean",0.0331740278798983
"83",14,"walking_downstairs","bodyaccxmean",0.0130649986222222
"84",14,"walking_upstairs","bodyaccxmean",-0.0513642770111111
"85",15,"laying","bodyaccxmean",-0.00263107428375
"86",15,"sitting","bodyaccxmean",-0.0044725167959322
"87",15,"standing","bodyaccxmean",0.000866215079245283
"88",15,"walking","bodyaccxmean",-0.0210018857777778
"89",15,"walking_downstairs","bodyaccxmean",-0.00128378535952381
"90",15,"walking_upstairs","bodyaccxmean",-0.0410356799375
"91",16,"laying","bodyaccxmean",-0.004696320884
"92",16,"sitting","bodyaccxmean",0.00337782962710145
"93",16,"standing","bodyaccxmean",0.00304878875115385
"94",16,"walking","bodyaccxmean",-0.00580474709803922
"95",16,"walking_downstairs","bodyaccxmean",-0.0127844843191489
"96",16,"walking_upstairs","bodyaccxmean",0.0142322414117647
"97",17,"laying","bodyaccxmean",-0.00440148356338028
"98",17,"sitting","bodyaccxmean",0.00052665931765625
"99",17,"standing","bodyaccxmean",0.00230186370179487
"100",17,"walking","bodyaccxmean",-0.0194026326557377
"101",17,"walking_downstairs","bodyaccxmean",-0.0453123352173913
"102",17,"walking_upstairs","bodyaccxmean",0.0108061382916667
"103",18,"laying","bodyaccxmean",0.00133605728461538
"104",18,"sitting","bodyaccxmean",-0.00129499476
"105",18,"standing","bodyaccxmean",0.00108355715082192
"106",18,"walking","bodyaccxmean",-0.0140533816071429
"107",18,"walking_downstairs","bodyaccxmean",-0.0815608788909091
"108",18,"walking_upstairs","bodyaccxmean",0.0122953302586207
"109",19,"laying","bodyaccxmean",-0.00424787673144578
"110",19,"sitting","bodyaccxmean",-0.000811999063013699
"111",19,"standing","bodyaccxmean",-0.000111231667506849
"112",19,"walking","bodyaccxmean",0.00863122836538461
"113",19,"walking_downstairs","bodyaccxmean",-0.0480788927230769
"114",19,"walking_upstairs","bodyaccxmean",0.022765107575
"115",20,"laying","bodyaccxmean",-0.023926574555
"116",20,"sitting","bodyaccxmean",0.00199592654866667
"117",20,"standing","bodyaccxmean",-0.00205231110547945
"118",20,"walking","bodyaccxmean",-0.00790746895686275
"119",20,"walking_downstairs","bodyaccxmean",0.00980830046666667
"120",20,"walking_upstairs","bodyaccxmean",0.0292707082352941
"121",21,"laying","bodyaccxmean",-0.0113758495422222
"122",21,"sitting","bodyaccxmean",0.000939099632
"123",21,"standing","bodyaccxmean",0.000323419992022472
"124",21,"walking","bodyaccxmean",0.0108471391942308
"125",21,"walking_downstairs","bodyaccxmean",-0.0706617817777778
"126",21,"walking_upstairs","bodyaccxmean",0.0148306768510638
"127",22,"laying","bodyaccxmean",3.59376576388888e-05
"128",22,"sitting","bodyaccxmean",-0.00731019063548387
"129",22,"standing","bodyaccxmean",0.00211680242698413
"130",22,"walking","bodyaccxmean",0.0273544773913044
"131",22,"walking_downstairs","bodyaccxmean",-0.0385017361111111
"132",22,"walking_upstairs","bodyaccxmean",0.005563055
"133",23,"laying","bodyaccxmean",-0.0110409940416667
"134",23,"sitting","bodyaccxmean",0.000131224464705882
"135",23,"standing","bodyaccxmean",0.00201029249794118
"136",23,"walking","bodyaccxmean",-0.0303602160169492
"137",23,"walking_downstairs","bodyaccxmean",0.0838571515185185
"138",23,"walking_upstairs","bodyaccxmean",0.00678431784313726
"139",24,"laying","bodyaccxmean",-0.00813090875138889
"140",24,"sitting","bodyaccxmean",-0.000842552044852941
"141",24,"standing","bodyaccxmean",0.00133906088347826
"142",24,"walking","bodyaccxmean",-0.0183962292931034
"143",24,"walking_downstairs","bodyaccxmean",-0.0673013484545455
"144",24,"walking_upstairs","bodyaccxmean",-0.0246901805084746
"145",25,"laying","bodyaccxmean",-0.0181503489328767
"146",25,"sitting","bodyaccxmean",0.00150186040446154
"147",25,"standing","bodyaccxmean",0.000885390401081081
"148",25,"walking","bodyaccxmean",-0.00771068295945946
"149",25,"walking_downstairs","bodyaccxmean",0.0287099951724138
"150",25,"walking_upstairs","bodyaccxmean",-0.00492476569230769
"151",26,"laying","bodyaccxmean",-0.0163677048293421
"152",26,"sitting","bodyaccxmean",-0.00575741287038462
"153",26,"standing","bodyaccxmean",0.000648310868918919
"154",26,"walking","bodyaccxmean",0.0178392963559322
"155",26,"walking_downstairs","bodyaccxmean",-0.092771175
"156",26,"walking_upstairs","bodyaccxmean",0.00167828432727273
"157",27,"laying","bodyaccxmean",-0.00217562058527027
"158",27,"sitting","bodyaccxmean",-0.00275455113971429
"159",27,"standing","bodyaccxmean",0.001974938554
"160",27,"walking","bodyaccxmean",0.018691361122807
"161",27,"walking_downstairs","bodyaccxmean",-0.00308883704545455
"162",27,"walking_upstairs","bodyaccxmean",0.108333648627451
"163",28,"laying","bodyaccxmean",-0.001781757179125
"164",28,"sitting","bodyaccxmean",-0.000659771022916667
"165",28,"standing","bodyaccxmean",0.00159872114303797
"166",28,"walking","bodyaccxmean",-0.00899283683703704
"167",28,"walking_downstairs","bodyaccxmean",0.0379104280434783
"168",28,"walking_upstairs","bodyaccxmean",0.0192238398039216
"169",29,"laying","bodyaccxmean",0.00529056003275362
"170",29,"sitting","bodyaccxmean",0.00216635743516667
"171",29,"standing","bodyaccxmean",0.000812029568153846
"172",29,"walking","bodyaccxmean",0.00761364350943396
"173",29,"walking_downstairs","bodyaccxmean",6.13874999999994e-05
"174",29,"walking_upstairs","bodyaccxmean",-0.0695075999734694
"175",30,"laying","bodyaccxmean",0.00167630382928571
"176",30,"sitting","bodyaccxmean",-0.00149183795967742
"177",30,"standing","bodyaccxmean",-0.000509431100949153
"178",30,"walking","bodyaccxmean",-0.0177963194184615
"179",30,"walking_downstairs","bodyaccxmean",0.0129472925806452
"180",30,"walking_upstairs","bodyaccxmean",0.0246887827338462
"181",1,"laying","bodyaccymean",0.0052455126414
"182",1,"sitting","bodyaccymean",0.0164534424106383
"183",1,"standing","bodyaccymean",0.00236438743584906
"184",1,"walking","bodyaccymean",-0.0262632746315789
"185",1,"walking_downstairs","bodyaccymean",0.0308070080857143
"186",1,"walking_upstairs","bodyaccymean",0.0244495247509434
"187",2,"laying","bodyaccymean",-0.00221490100958333
"188",2,"sitting","bodyaccymean",0.000619850846804349
"189",2,"standing","bodyaccymean",-0.00027886842037037
"190",2,"walking","bodyaccymean",-0.0128860033559322
"191",2,"walking_downstairs","bodyaccymean",0.0174086295106383
"192",2,"walking_upstairs","bodyaccymean",-0.00662080254166667
"193",3,"laying","bodyaccymean",-0.00281227891451613
"194",3,"sitting","bodyaccymean",0.0156343286769231
"195",3,"standing","bodyaccymean",0.00619708966885246
"196",3,"walking","bodyaccymean",0.00256066099310345
"197",3,"walking_downstairs","bodyaccymean",0.00702865079591837
"198",3,"walking_upstairs","bodyaccymean",-0.0185205184067797
"199",4,"laying","bodyaccymean",0.005727721395
"200",4,"sitting","bodyaccymean",0.02467894949
"201",4,"standing","bodyaccymean",0.0209929509767857
"202",4,"walking","bodyaccymean",0.00640009013333333
"203",4,"walking_downstairs","bodyaccymean",0.00663912564444444
"204",4,"walking_upstairs","bodyaccymean",-0.0621091780846154
"205",5,"laying","bodyaccymean",0.00522750632576923
"206",5,"sitting","bodyaccymean",0.0131403962977273
"207",5,"standing","bodyaccymean",0.0171404176142857
"208",5,"walking","bodyaccymean",0.00557054226785714
"209",5,"walking_downstairs","bodyaccymean",-0.00637366042617021
"210",5,"walking_upstairs","bodyaccymean",-0.00532511623404255
"211",6,"laying","bodyaccymean",0.0125927357922632
"212",6,"sitting","bodyaccymean",0.0124901728072727
"213",6,"standing","bodyaccymean",-0.000203909428070175
"214",6,"walking","bodyaccymean",0.00774501294736842
"215",6,"walking_downstairs","bodyaccymean",0.0228224107125
"216",6,"walking_upstairs","bodyaccymean",-0.0581667994039216
"217",7,"laying","bodyaccymean",-0.0152680304173077
"218",7,"sitting","bodyaccymean",-0.00212763639375
"219",7,"standing","bodyaccymean",0.0035866554754717
"220",7,"walking","bodyaccymean",0.00280495507368421
"221",7,"walking_downstairs","bodyaccymean",0.00871652080851064
"222",7,"walking_upstairs","bodyaccymean",0.0140687410392157
"223",8,"laying","bodyaccymean",-0.0145439818388889
"224",8,"sitting","bodyaccymean",0.0190667120934783
"225",8,"standing","bodyaccymean",0.0017678345037037
"226",8,"walking","bodyaccymean",-0.0329458241875
"227",8,"walking_downstairs","bodyaccymean",0.0378509953947368
"228",8,"walking_upstairs","bodyaccymean",-0.0298505918292683
"229",9,"laying","bodyaccymean",-0.0009611412818
"230",9,"sitting","bodyaccymean",-0.0018439807318
"231",9,"standing","bodyaccymean",-0.00145597932822222
"232",9,"walking","bodyaccymean",0.0137002089038462
"233",9,"walking_downstairs","bodyaccymean",-0.00450820292857143
"234",9,"walking_upstairs","bodyaccymean",-0.00686126936734694
"235",10,"laying","bodyaccymean",-0.00650734423396552
"236",10,"sitting","bodyaccymean",0.00371336635555556
"237",10,"standing","bodyaccymean",-0.00134306565227273
"238",10,"walking","bodyaccymean",0.0092784791509434
"239",10,"walking_downstairs","bodyaccymean",-0.0278705125
"240",10,"walking_upstairs","bodyaccymean",-0.0053341090893617
"241",11,"laying","bodyaccymean",-0.00052170341754386
"242",11,"sitting","bodyaccymean",0.0123624293962264
"243",11,"standing","bodyaccymean",-0.00108975948510638
"244",11,"walking","bodyaccymean",-0.00658153423728814
"245",11,"walking_downstairs","bodyaccymean",0.0134758141086957
"246",11,"walking_upstairs","bodyaccymean",0.0253807892592593
"247",12,"laying","bodyaccymean",0.0033098493225
"248",12,"sitting","bodyaccymean",0.00207343602941176
"249",12,"standing","bodyaccymean",0.000896705470491803
"250",12,"walking","bodyaccymean",0.0039227105
"251",12,"walking_downstairs","bodyaccymean",-0.0324490252173913
"252",12,"walking_upstairs","bodyaccymean",0.0833485898461538
"253",13,"laying","bodyaccymean",-0.00441422649354839
"254",13,"sitting","bodyaccymean",0.012326660744898
"255",13,"standing","bodyaccymean",0.00171642266491228
"256",13,"walking","bodyaccymean",-0.00300161405263158
"257",13,"walking_downstairs","bodyaccymean",0.0248787918510638
"258",13,"walking_upstairs","bodyaccymean",0.00402364327272727
"259",14,"laying","bodyaccymean",0.0183861620254902
"260",14,"sitting","bodyaccymean",0.0175771399851852
"261",14,"standing","bodyaccymean",0.00494828004333333
"262",14,"walking","bodyaccymean",-0.024208645779661
"263",14,"walking_downstairs","bodyaccymean",0.00287332424888889
"264",14,"walking_upstairs","bodyaccymean",0.0481067407592593
"265",15,"laying","bodyaccymean",0.000731934997222222
"266",15,"sitting","bodyaccymean",0.0213650766891525
"267",15,"standing","bodyaccymean",0.00199365024339623
"268",15,"walking","bodyaccymean",0.0171832279444444
"269",15,"walking_downstairs","bodyaccymean",-0.0274731549166667
"270",15,"walking_upstairs","bodyaccymean",0.00819744908333333
"271",16,"laying","bodyaccymean",-0.00194653507428571
"272",16,"sitting","bodyaccymean",0.00691122039202899
"273",16,"standing","bodyaccymean",-0.000909806055
"274",16,"walking","bodyaccymean",0.00635624357098039
"275",16,"walking_downstairs","bodyaccymean",0.019530974893617
"276",16,"walking_upstairs","bodyaccymean",0.0375256759215686
"277",17,"laying","bodyaccymean",0.00496517471830986
"278",17,"sitting","bodyaccymean",0.0055202981546875
"279",17,"standing","bodyaccymean",0.00428671647948718
"280",17,"walking","bodyaccymean",0.0258045690163934
"281",17,"walking_downstairs","bodyaccymean",0.0178267220434783
"282",17,"walking_upstairs","bodyaccymean",-0.0136523815625
"283",18,"laying","bodyaccymean",-0.000535140833076923
"284",18,"sitting","bodyaccymean",0.00554845399298246
"285",18,"standing","bodyaccymean",0.0014643568739726
"286",18,"walking","bodyaccymean",-0.0136866982142857
"287",18,"walking_downstairs","bodyaccymean",0.0400656304363636
"288",18,"walking_upstairs","bodyaccymean",-0.0057653179137931
"289",19,"laying","bodyaccymean",0.000768336541204819
"290",19,"sitting","bodyaccymean",0.000485782438246575
"291",19,"standing","bodyaccymean",0.000700688430136986
"292",19,"walking","bodyaccymean",0.00362492880769231
"293",19,"walking_downstairs","bodyaccymean",0.0294198820512821
"294",19,"walking_upstairs","bodyaccymean",-0.02951709475
"295",20,"laying","bodyaccymean",0.0104854506558824
"296",20,"sitting","bodyaccymean",0.00785499562424243
"297",20,"standing","bodyaccymean",0.00239535080821918
"298",20,"walking","bodyaccymean",0.0295033666862745
"299",20,"walking_downstairs","bodyaccymean",-0.0594410406673333
"300",20,"walking_upstairs","bodyaccymean",-0.0156250910588235
"301",21,"laying","bodyaccymean",-0.000458158010111111
"302",21,"sitting","bodyaccymean",-0.000287253625529412
"303",21,"standing","bodyaccymean",0.00110318394797753
"304",21,"walking","bodyaccymean",0.000476561173076923
"305",21,"walking_downstairs","bodyaccymean",0.0528269827333333
"306",21,"walking_upstairs","bodyaccymean",0.0293181721276596
"307",22,"laying","bodyaccymean",0.00547248258055556
"308",22,"sitting","bodyaccymean",0.012194945616129
"309",22,"standing","bodyaccymean",-0.00049832180031746
"310",22,"walking","bodyaccymean",-0.0259461877173913
"311",22,"walking_downstairs","bodyaccymean",-0.00789471194444444
"312",22,"walking_upstairs","bodyaccymean",-0.058833525547619
"313",23,"laying","bodyaccymean",-0.00533361825041667
"314",23,"sitting","bodyaccymean",0.00125764768255882
"315",23,"standing","bodyaccymean",6.25885702941177e-05
"316",23,"walking","bodyaccymean",-0.00178330406779661
"317",23,"walking_downstairs","bodyaccymean",-0.120757645388889
"318",23,"walking_upstairs","bodyaccymean",-0.0760236198235294
"319",24,"laying","bodyaccymean",-0.000395412311666667
"320",24,"sitting","bodyaccymean",0.00634964925588235
"321",24,"standing","bodyaccymean",0.00077158701884058
"322",24,"walking","bodyaccymean",-0.0230747805862069
"323",24,"walking_downstairs","bodyaccymean",0.0320579617836364
"324",24,"walking_upstairs","bodyaccymean",0.00838876757627119
"325",25,"laying","bodyaccymean",-0.00864267511643836
"326",25,"sitting","bodyaccymean",0.00773222392415385
"327",25,"standing","bodyaccymean",0.00324449581756757
"328",25,"walking","bodyaccymean",-0.0468058139608108
"329",25,"walking_downstairs","bodyaccymean",-0.0120331455568966
"330",25,"walking_upstairs","bodyaccymean",-0.00218527458461538
"331",26,"laying","bodyaccymean",-0.00195883709473684
"332",26,"sitting","bodyaccymean",0.00970387775692308
"333",26,"standing","bodyaccymean",0.00141344922297297
"334",26,"walking","bodyaccymean",0.00605527498135593
"335",26,"walking_downstairs","bodyaccymean",-0.00461272644
"336",26,"walking_upstairs","bodyaccymean",-0.0571383151454545
"337",27,"laying","bodyaccymean",-0.0028602008512027
"338",27,"sitting","bodyaccymean",0.00717094137285714
"339",27,"standing","bodyaccymean",-0.000993551882
"340",27,"walking","bodyaccymean",0.00377672763508772
"341",27,"walking_downstairs","bodyaccymean",0.0176364422113636
"342",27,"walking_upstairs","bodyaccymean",-0.00611353741176471
"343",28,"laying","bodyaccymean",0.004533602575875
"344",28,"sitting","bodyaccymean",-0.00407084274166667
"345",28,"standing","bodyaccymean",0.00481219659113924
"346",28,"walking","bodyaccymean",-0.0141599367962963
"347",28,"walking_downstairs","bodyaccymean",-0.0111389580434783
"348",28,"walking_upstairs","bodyaccymean",-0.00750287703921569
"349",29,"laying","bodyaccymean",-0.000223439985507246
"350",29,"sitting","bodyaccymean",0.0054821881565
"351",29,"standing","bodyaccymean",3.41994773076923e-05
"352",29,"walking","bodyaccymean",-0.0355895105132075
"353",29,"walking_downstairs","bodyaccymean",-0.0250777247916667
"354",29,"walking_upstairs","bodyaccymean",0.0038389
"355",30,"laying","bodyaccymean",-0.000640880200142857
"356",30,"sitting","bodyaccymean",0.00510610121129032
"357",30,"standing","bodyaccymean",-0.00392584859152542
"358",30,"walking","bodyaccymean",-0.0180073763692308
"359",30,"walking_downstairs","bodyaccymean",0.0172969669580645
"360",30,"walking_upstairs","bodyaccymean",-0.00798844470769231
"361",1,"laying","bodyacczmean",-0.0031155270006
"362",1,"sitting","bodyacczmean",0.00628945031468085
"363",1,"standing","bodyacczmean",0.00092134969245283
"364",1,"walking","bodyacczmean",0.00711430172631579
"365",1,"walking_downstairs","bodyacczmean",-0.0106702723061224
"366",1,"walking_upstairs","bodyacczmean",-0.0526514422641509
"367",2,"laying","bodyacczmean",0.00166079207491667
"368",2,"sitting","bodyacczmean",-0.0054791043173913
"369",2,"standing","bodyacczmean",0.00585466471703704
"370",2,"walking","bodyacczmean",0.00782816445762712
"371",2,"walking_downstairs","bodyacczmean",-0.0100636705319149
"372",2,"walking_upstairs","bodyacczmean",-0.0645029562083333
"373",3,"laying","bodyacczmean",0.00374449199677419
"374",3,"sitting","bodyacczmean",0.00709757991538462
"375",3,"standing","bodyacczmean",0.00609634738688525
"376",3,"walking","bodyacczmean",-0.00877298119482759
"377",3,"walking_downstairs","bodyacczmean",0.0154423564489796
"378",3,"walking_upstairs","bodyacczmean",0.0424453678135593
"379",4,"laying","bodyacczmean",0.0045227685537037
"380",4,"sitting","bodyacczmean",0.00685298522126
"381",4,"standing","bodyacczmean",0.0136501764303571
"382",4,"walking","bodyacczmean",-0.00650713568333333
"383",4,"walking_downstairs","bodyacczmean",-0.00198652006666667
"384",4,"walking_upstairs","bodyacczmean",-0.00262122923076923
"385",5,"laying","bodyacczmean",0.00196236673653846
"386",5,"sitting","bodyacczmean",-0.0056504431125
"387",5,"standing","bodyacczmean",0.00581125967857143
"388",5,"walking","bodyacczmean",0.00644461825
"389",5,"walking_downstairs","bodyacczmean",-0.00507607076595745
"390",5,"walking_upstairs","bodyacczmean",0.0412887733404255
"391",6,"laying","bodyacczmean",-0.00561981602157895
"392",6,"sitting","bodyacczmean",-0.004520666728
"393",6,"standing","bodyacczmean",-0.000545497264385965
"394",6,"walking","bodyacczmean",0.00315738724561404
"395",6,"walking_downstairs","bodyacczmean",0.021614792
"396",6,"walking_upstairs","bodyacczmean",0.0571638933333333
"397",7,"laying","bodyacczmean",0.0106078069503846
"398",7,"sitting","bodyacczmean",-0.0151870488458333
"399",7,"standing","bodyacczmean",0.00570497706679245
"400",7,"walking","bodyacczmean",0.0166858444059649
"401",7,"walking_downstairs","bodyacczmean",0.0217014762340426
"402",7,"walking_upstairs","bodyacczmean",-0.00788972423529412
"403",8,"laying","bodyacczmean",0.013632763287037
"404",8,"sitting","bodyacczmean",0.00996749544565217
"405",8,"standing","bodyacczmean",-0.00436181750981481
"406",8,"walking","bodyacczmean",-0.00107343145208334
"407",8,"walking_downstairs","bodyacczmean",0.0451050931315789
"408",8,"walking_upstairs","bodyacczmean",0.0386929758536585
"409",9,"laying","bodyacczmean",0.005805926812
"410",9,"sitting","bodyacczmean",0.016535809208
"411",9,"standing","bodyacczmean",0.00325898344586667
"412",9,"walking","bodyacczmean",-0.0167587168384615
"413",9,"walking_downstairs","bodyacczmean",0.0401176721666667
"414",9,"walking_upstairs","bodyacczmean",0.0041532712244898
"415",10,"laying","bodyacczmean",-0.00981407226810345
"416",10,"sitting","bodyacczmean",0.00538373440555556
"417",10,"standing","bodyacczmean",0.00541063878587727
"418",10,"walking","bodyacczmean",-0.00373331737735849
"419",10,"walking_downstairs","bodyacczmean",0.0266073386315789
"420",10,"walking_upstairs","bodyacczmean",0.00266090474468085
"421",11,"laying","bodyacczmean",-0.00209720969140351
"422",11,"sitting","bodyacczmean",-0.00781261716037736
"423",11,"standing","bodyacczmean",-0.00141932687382979
"424",11,"walking","bodyacczmean",0.0162927753220339
"425",11,"walking_downstairs","bodyacczmean",0.00262828073913043
"426",11,"walking_upstairs","bodyacczmean",0.117903578148148
"427",12,"laying","bodyacczmean",0.00438724815166667
"428",12,"sitting","bodyacczmean",0.00409378759803922
"429",12,"standing","bodyacczmean",0.00785172771147541
"430",12,"walking","bodyacczmean",0.00520544276
"431",12,"walking_downstairs","bodyacczmean",-0.00423216410869565
"432",12,"walking_upstairs","bodyacczmean",-0.000355123319230768
"433",13,"laying","bodyacczmean",0.00735894726580645
"434",13,"sitting","bodyacczmean",0.0195778923020408
"435",13,"standing","bodyacczmean",-0.00086172351754386
"436",13,"walking","bodyacczmean",0.000450210350877193
"437",13,"walking_downstairs","bodyacczmean",-0.0226777529787234
"438",13,"walking_upstairs","bodyacczmean",-0.00675212425454546
"439",14,"laying","bodyacczmean",0.0273343059078431
"440",14,"sitting","bodyacczmean",0.00794447386481481
"441",14,"standing","bodyacczmean",0.00618856379683333
"442",14,"walking","bodyacczmean",-0.0393232123508475
"443",14,"walking_downstairs","bodyacczmean",0.0230437533822222
"444",14,"walking_upstairs","bodyacczmean",-0.0491951333703704
"445",15,"laying","bodyacczmean",-0.000750262969180555
"446",15,"sitting","bodyacczmean",0.000566357313389831
"447",15,"standing","bodyacczmean",0.000959201390943396
"448",15,"walking","bodyacczmean",0.00134800798148148
"449",15,"walking_downstairs","bodyacczmean",0.0463177817904762
"450",15,"walking_upstairs","bodyacczmean",-0.00205342558333333
"451",16,"laying","bodyacczmean",0.00107351946285714
"452",16,"sitting","bodyacczmean",0.00918507165536232
"453",16,"standing","bodyacczmean",0.00314229903137179
"454",16,"walking","bodyacczmean",-0.00840955266666667
"455",16,"walking_downstairs","bodyacczmean",0.00877277442553192
"456",16,"walking_upstairs","bodyacczmean",0.0189077262352941
"457",17,"laying","bodyacczmean",-0.000573728269014085
"458",17,"sitting","bodyacczmean",-0.0026927267296875
"459",17,"standing","bodyacczmean",0.00190110861179487
"460",17,"walking","bodyacczmean",-0.0146168649
"461",17,"walking_downstairs","bodyacczmean",0.0147896569565217
"462",17,"walking_upstairs","bodyacczmean",-0.0195518994166667
"463",18,"laying","bodyacczmean",0.000898537171692308
"464",18,"sitting","bodyacczmean",-0.00355142287017544
"465",18,"standing","bodyacczmean",0.00220167080123288
"466",18,"walking","bodyacczmean",0.00451166116071429
"467",18,"walking_downstairs","bodyacczmean",0.000429430018181817
"468",18,"walking_upstairs","bodyacczmean",-0.024582715137931
"469",19,"laying","bodyacczmean",-0.000296414405542169
"470",19,"sitting","bodyacczmean",-0.00121266650589041
"471",19,"standing","bodyacczmean",-0.0025059520360274
"472",19,"walking","bodyacczmean",-0.00571293638461538
"473",19,"walking_downstairs","bodyacczmean",0.0281531738205128
"474",19,"walking_upstairs","bodyacczmean",-0.0122271456725
"475",20,"laying","bodyacczmean",0.00100294546323529
"476",20,"sitting","bodyacczmean",-0.000510413458484848
"477",20,"standing","bodyacczmean",0.00702647531369863
"478",20,"walking","bodyacczmean",-0.00778409235294118
"479",20,"walking_downstairs","bodyacczmean",-0.0267492752888889
"480",20,"walking_upstairs","bodyacczmean",-0.0339067711686274
"481",21,"laying","bodyacczmean",0.0122623963666667
"482",21,"sitting","bodyacczmean",0.000192504650117647
"483",21,"standing","bodyacczmean",0.00243208314831461
"484",21,"walking","bodyacczmean",0.0388730971173077
"485",21,"walking_downstairs","bodyacczmean",0.0219676805111111
"486",21,"walking_upstairs","bodyacczmean",-0.0101615560638298
"487",22,"laying","bodyacczmean",0.00381414506763889
"488",22,"sitting","bodyacczmean",0.00853926549
"489",22,"standing","bodyacczmean",0.0025212577047619
"490",22,"walking","bodyacczmean",-0.0100380282391304
